customer_id,first_name,last_name,age,gender,country,education_level,marital_status,income_usd,signup_date,tenure_months,has_credit_card,is_active_member,num_products,branch_id
CUST004111,Jennifer,Brown,35,male,USA,High School,Single,30000.0,2014/12/11,120,1,1,2,BR001
CUST004025,Lisa,Williams,34,male,USA,High School,Divorced,35800.0,18/11/2020,49,1,0,2,BR014
CUST002068,Steven,Lewis,46,FEMALE,USA,Master,Divorced,112400.0,28-Jan-2016,107,0,1,2,BR020
CUST003712,Jessica,Martinez,55,male,USA,Bachelor,Divorced,31500.0,27/12/2018,72,1,1,1,BR011
CUST002848,David,Martinez,47,female,USA,High School,Divorced,84800.0,2023-04-13,20,0,1,3,BR013
CUST002944,Christopher,Hernandez,18,m,USA,Master,Single,58300.0,2022/03/06,33,0,0,2,BR016
CUST004648,Betty,Robinson,46,M,USA,High School,Single,42200.0,09/05/2015,115,0,0,1,BR007
CUST003247,Matthew,Taylor,35,MALE,USA,Bachelor,Single,41100.0,12-Feb-2020,58,1,1,1,BR006
CUST001221,Michael,Lewis,37,f,USA,Master,Married,16800.0,08/13/2024,4,0,1,2,BR013
CUST003427,Donald,Miller,35,M,USA,High School,Married,30000.0,17-May-2022,31,0,1,1,BR013
CUST001729,Richard,Williams,33,MALE,USA,High School,Single,43100.0,01/12/2024,11,1,0,2,BR017
CUST001363,Susan,Ramirez,51,Male,USA,High School,Single,48100.0,06/16/2018,78,1,0,3,BR005
CUST001613,Donald,Moore,56,m,USA,High School,Married,38900.0,2019/03/07,69,1,1,1,BR009
CUST004204,Margaret,Gonzalez,43,FEMALE,USA,Bachelor,Single,28600.0,2022/12/14,24,1,0,3,BR003
CUST003795,Sandra,Clark,60,F,USA,Bachelor,Single,57800.0,2018/04/09,80,1,1,1,BR009
CUST003214,Nancy,Martinez,18,Male,USA,Vocational,Divorced,67900.0,12/10/2018,72,1,1,3,BR009
CUST001211,Linda,Johnson,44,female,USA,Bachelor,Single,57700.0,2015-10-12,110,1,0,2,BR003
CUST002672,Karen,Harris,42,MALE,USA,Bachelor,Divorced,78500.0,2022/06/27,30,0,1,1,BR007
CUST003327,Richard,Gonzalez,41,male,USA,Bachelor,Married,,07/06/2023,18,0,0,2,BR005
CUST000298,Patricia,Taylor,65,female,USA,High School,Single,21600.0,08/05/2017,88,0,1,2,BR019
 cust002155 ,Jessica,Thomas,54,MALE,USA,Master,Married,25100.0,15/09/2015,111,1,0,1,BR015
CUST000458,Patricia,Harris,74,FEMALE,USA,Bachelor,Single,88200.0,11-Sep-2016,99,0,1,2,BR006
CUST001262,Joseph,Garcia,67,MALE,USA,Bachelor,Married,49200.0,10/09/2015,110,1,0,1,BR001
CUST001845,Sandra,Ramirez,52,Male,USA,High School,Married,54100.0,13-Mar-2017,93,1,0,1,BR017
CUST001955,Steven,White,34,F,USA,Master,Single,,2024/06/03,6,0,0,1,BR008
CUST002700,Michael,Garcia,43,f,USA,Master,Single,56900.0,2017/05/05,91,0,0,3,BR009
CUST000430,Sandra,Martinez,51,Male,USA,Master,Married,54000.0,05-Mar-2024,9,1,1,1,BR011
CUST003334,Nancy,Wilson,57,Male,USA,High School,Married,67600.0,01/20/2023,23,1,1,1,BR002
CUST002917,Susan,Garcia,57,Male,USA,Bachelor,Married,37800.0,2021/08/19,40,1,1,2,BR005
CUST001045,Mary,Jackson,24,Female,USA,High School,Single,23900.0,2023-01-25,23,1,0,4,BR012
CUST000200,Daniel,Thompson,40,m,USA,Bachelor,Single,66500.0,2016-11-04,97,1,1,1,BR009
 cust000882 ,Jessica,Hernandez,37,f,USA,Master,Married,49100.0,22-Sep-2024,3,0,0,2,BR019
CUST003976,Jennifer,Clark,36,FEMALE,USA,Bachelor,Married,69500.0,2022/08/27,28,0,1,2,BR018
CUST003785,William,Johnson,23,female,USA,,Married,,19-Aug-2015,112,1,1,2,BR018
CUST002419,Robert,Martinez,45,M,USA,High School,Single,68300.0,2019-08-22,64,0,1,1,BR004
CUST000806,Michael,Johnson,50,male,USA,Bachelor,,40100.0,2021/06/06,42,1,1,2,BR016
CUST002115,Jessica,Clark,45,female,USA,Bachelor,Single,16700.0,11/23/2017,85,0,1,1,BR018
CUST000085,Daniel,Harris,20,m,USA,Bachelor,Married,117400.0,2015-06-17,114,1,1,2,BR009
CUST000492,David,Clark,58,F,USA,Master,Single,42500.0,2022/05/29,31,0,0,1,BR005
CUST000107,Sarah,Thomas,48,male,USA,Master,Married,73700.0,05-Jul-2021,41,1,0,1,BR010
CUST002437,Daniel,Anderson,39,Male,USA,Bachelor,Single,,2017-07-07,89,1,1,1,BR009
CUST004814,David,Clark,36,MALE,USA,Bachelor,Single,126700.0,2016/09/03,99,0,0,2,BR014
CUST003164,Jessica,Clark,46,M,USA,Bachelor,Single,65600.0,16/10/2021,38,1,1,1,BR006
CUST001756,Susan,Gonzalez,43,Female,USA,Bachelor,Married,60800.0,2017-02-04,94,1,0,2,BR007
CUST003077,Linda,Robinson,28,M,USA,,Married,99400.0,2016-01-27,107,1,1,2,BR009
CUST003358,Susan,Davis,41,male,USA,High School,Married,,2017/01/07,95,1,0,2,BR019
CUST000030,Anthony,Smith,55,male,USA,,Widowed,94000.0,17/07/2016,101,1,1,2,BR009
CUST001704,Mary,Smith,43,FEMALE,USA,High School,Single,56200.0,24-Aug-2016,100,0,1,2,BR019
CUST004621,Steven,Anderson,19,Female,USA,Master,Single,89900.0,29-Jul-2017,89,0,0,2,BR007
CUST004253,Margaret,Moore,38,male,USA,High School,Married,54100.0,10-Dec-2020,48,1,1,1,BR017
CUST004287,Sandra,Jones,41,M,USA,Bachelor,Divorced,48700.0,2016/06/07,102,1,1,1,BR019
CUST003748,Patricia,Lewis,26,f,USA,Bachelor,Single,32300.0,08-Jan-2016,107,1,1,2,BR020
CUST002719,Anthony,Clark,73,Female,USA,Vocational,Divorced,24700.0,20/04/2021,44,1,0,2,BR019
CUST003671,Matthew,Lewis,36,F,USA,Bachelor,Married,60800.0,08/21/2022,28,1,1,2,BR018
CUST003479,Betty,Taylor,46,f,USA,,Married,34800.0,14-Aug-2019,64,0,1,3,BR004
CUST003451,Nancy,Martin,47,female,USA,Bachelor,Single,88600.0,2016-12-10,96,1,1,3,BR019
CUST000169,Patricia,Lee,43,Female,USA,Bachelor,Married,42800.0,02/24/2019,70,1,0,2,BR009
CUST001188,Michael,Robinson,31,F,USA,High School,Married,38700.0,14-Nov-2016,97,1,0,2,BR017
CUST001306,Matthew,Robinson,73,female,USA,,Single,23800.0,2016-04-21,104,1,1,1,BR009
CUST001434,Linda,Miller,67,m,USA,Master,Married,43900.0,20-Sep-2022,27,0,1,2,BR002
CUST001946,Robert,Jackson,30,F,USA,High School,Married,47200.0,2016/07/23,101,0,0,2,BR008
CUST003236,Donald,Thompson,50,Male,USA,Bachelor,Married,45800.0,2020/05/18,55,1,0,2,BR006
CUST001030,Donald,Martin,55,m,USA,PhD,Single,,08/24/2022,28,0,1,3,BR017
CUST000240,Betty,Martinez,27,FEMALE,USA,Vocational,Married,38700.0,02/26/2020,58,1,0,1,BR002
CUST000928,Linda,Jackson,44,MALE,USA,,Married,57400.0,22/03/2019,69,1,1,2,BR002
CUST004833,James,Williams,22,m,USA,Bachelor,Divorced,35800.0,2022-03-21,33,1,0,1,BR014
CUST002755,Betty,Clark,37,FEMALE,USA,Bachelor,Widowed,36200.0,02/12/2018,82,1,1,2,BR018
CUST000158,Daniel,Ramirez,51,female,USA,Vocational,Single,79500.0,03/28/2024,9,1,0,1,BR016
CUST000486,Linda,Lewis,59,M,USA,PhD,,,2018-12-28,72,1,1,2,BR014
CUST002108,Jessica,Thomas,47,MALE,USA,Bachelor,Married,182800.0,11-Dec-2022,24,1,1,1,BR006
CUST000506,Robert,Smith,50,MALE,USA,Bachelor,Married,,01/17/2023,23,1,0,1,BR004
CUST004112,Patricia,Garcia,56,Male,USA,High School,Single,90800.0,03-Apr-2022,32,1,0,3,BR002
CUST003803,Steven,Taylor,37,other,USA,Master,Married,31100.0,03/25/2022,33,1,0,1,BR011
CUST000908,Michael,Sanchez,53,F,USA,Bachelor,Married,79000.0,08-Sep-2017,87,0,1,1,BR007
CUST000732,Daniel,Thomas,63,male,USA,Bachelor,Married,39900.0,2015/04/05,116,0,1,2,BR008
CUST003047,Christopher,Anderson,38,FEMALE,USA,Bachelor,Married,55300.0,04-Jan-2022,35,1,1,2,BR002
CUST003796,Sarah,Garcia,18,Female,USA,Bachelor,Married,47300.0,2018/10/28,74,1,0,2,BR008
CUST002603,Betty,White,36,M,USA,,Married,23700.0,10/27/2021,38,1,1,3,BR015
CUST004184,Jennifer,Jones,30,f,USA,High School,Married,32200.0,17/09/2019,63,0,1,3,BR010
CUST001472,Michael,Williams,53,MALE,USA,Vocational,,70000.0,23-Aug-2016,100,1,0,3,BR011
CUST001502,Michael,Moore,53,male,USA,Bachelor,Single,,2022/09/23,27,1,0,4,BR020
CUST002779,Joseph,Moore,36,f,USA,High School,Divorced,,04/21/2024,8,1,0,2,BR018
CUST001452,Robert,Martin,34,F,USA,Bachelor,Single,80900.0,2019-02-13,70,1,1,2,BR016
CUST001201,Anthony,Sanchez,58,Female,USA,High School,Married,46700.0,2018-12-18,72,0,1,1,BR018
CUST000743,Sandra,Davis,30,MALE,USA,Bachelor,Single,33500.0,10/04/2018,74,1,0,3,BR014
CUST004862,Susan,Johnson,48,male,USA,Bachelor,Widowed,31200.0,23/12/2021,36,1,0,1,BR007
CUST000678,Margaret,Thompson,67,Male,USA,Bachelor,Single,42600.0,07-Dec-2023,12,0,1,2,BR001
CUST003700,Steven,Taylor,41,f,USA,High School,Married,42700.0,2015-03-25,117,1,0,3,BR009
CUST001947,Nancy,Sanchez,59,Male,USA,Bachelor,Married,180900.0,22-Sep-2017,87,1,1,4,BR017
CUST004693,Christopher,Rodriguez,18,MALE,USA,Bachelor,Married,70500.0,08/07/2020,53,1,1,1,BR014
CUST004905,Jennifer,Perez,63,Female,USA,Bachelor,Married,29100.0,25/11/2015,109,1,1,1,BR019
CUST003393,Jessica,Anderson,34,MALE,USA,Master,Single,77300.0,18-Jun-2018,78,0,0,2,BR009
CUST001648,Michael,Sanchez,19,FEMALE,USA,PhD,Single,,28-Aug-2020,52,1,1,3,BR009
CUST004447,Jessica,Martin,36,female,USA,Vocational,Single,44100.0,29-Sep-2023,15,1,0,2,BR013
CUST000180,Jessica,Davis,70,Female,USA,Bachelor,Single,37300.0,2023-11-08,13,0,0,1,BR011
CUST000643,Linda,Lopez,70,Male,USA,High School,Married,71400.0,2019-10-31,62,1,0,3,BR002
CUST004055,Jennifer,Ramirez,48,M,USA,Master,Married,53700.0,2020/05/25,55,0,1,2,BR010
CUST001085,Anthony,Johnson,35,Male,USA,Master,Single,69600.0,08/10/2018,76,1,1,3,BR012
CUST004148,Matthew,Lee,65,Male,USA,High School,Divorced,68600.0,10-Nov-2018,73,1,1,4,BR016
CUST001908,Christopher,Jackson,60,Female,USA,Master,Widowed,45600.0,12/12/2023,12,1,1,4,BR001
CUST004501,Betty,Lee,41,m,USA,Bachelor,Married,53900.0,10/13/2018,74,0,1,2,BR017
CUST004312,Elizabeth,Martin,47,M,USA,Vocational,Single,66100.0,12/05/2016,96,1,0,2,BR007
CUST003200,Karen,Moore,37,female,USA,Vocational,Married,61600.0,2016-11-07,97,0,1,1,BR006
CUST002908,Jennifer,Rodriguez,72,Male,USA,,Married,25000.0,2020-02-14,58,1,1,2,BR005
CUST003107,Betty,Ramirez,35,F,USA,Bachelor,Divorced,69200.0,06/12/2019,66,1,0,1,BR016
 cust002125 ,William,Harris,33,m,USA,PhD,Divorced,48500.0,2019/07/13,65,1,0,2,BR014
CUST004423,Christopher,Martinez,53,Female,USA,High School,Single,47500.0,24/08/2018,76,1,1,1,BR015
CUST004828,Karen,Thompson,30,Male,USA,High School,Married,23700.0,2019/05/05,67,0,1,2,BR011
CUST003917,Betty,Perez,57,m,USA,High School,Divorced,68700.0,2015-02-17,118,1,1,3,BR010
CUST003649,Nancy,Anderson,31,male,USA,,Married,26700.0,08/31/2024,4,1,0,4,BR006
CUST001091,Robert,Wilson,62,Male,USA,Master,Married,,2019/02/19,70,1,1,3,BR017
CUST001426,Joseph,Smith,44,female,USA,,Single,103900.0,09-Mar-2019,69,1,1,3,BR003
CUST001075,Richard,Lee,47,F,USA,Vocational,Single,65000.0,06-May-2021,43,0,1,1,BR016
CUST001670,Robert,Moore,41,f,USA,High School,Single,82500.0,2022-07-04,29,1,1,1,BR018
CUST001871,Barbara,Thomas,56,f,USA,,Married,58900.0,2021/11/17,37,1,0,1,BR017
CUST004060,Barbara,Jones,18,m,USA,Master,Single,64200.0,01/07/2019,71,0,1,1,BR006
CUST002472,Patricia,Lewis,32,f,USA,Bachelor,Married,,08/04/2020,52,1,0,1,BR004
CUST003459,Patricia,Miller,66,FEMALE,USA,High School,Widowed,54200.0,2021-08-08,40,1,1,1,BR005
CUST001520,Jessica,Johnson,54,m,USA,Bachelor,Divorced,126600.0,05-Apr-2015,116,1,0,4,BR004
CUST004899,Richard,White,37,Male,USA,Bachelor,Single,28600.0,2023-07-17,17,1,1,2,BR009
CUST004794,Richard,White,60,Female,USA,Master,Single,56500.0,2017-03-10,93,0,0,3,BR013
CUST004535,Christopher,Harris,53,Male,USA,High School,Married,24300.0,2018-11-24,73,1,0,2,BR004
CUST004778,Barbara,Thompson,45,Male,USA,High School,Single,57400.0,26-Sep-2024,3,1,1,1,BR011
CUST000280,Sandra,Miller,43,male,USA,Bachelor,Married,46900.0,17/05/2015,115,0,1,2,BR002
CUST002575,Susan,Lopez,52,MALE,USA,Bachelor,Single,49600.0,09/22/2023,15,1,0,3,BR020
CUST001019,Elizabeth,Miller,45,female,USA,Bachelor,Married,48400.0,16-Mar-2023,21,1,1,2,BR017
CUST000706,Betty,Thompson,27,Female,USA,Bachelor,Single,64600.0,17/04/2021,44,1,1,1,BR005
CUST004057,David,Anderson,33,FEMALE,USA,Bachelor,Single,67400.0,2023-08-27,16,1,1,2,BR017
CUST000249,Sarah,Brown,43,f,USA,High School,,75600.0,18/01/2019,71,1,1,2,BR014
CUST000562,Michael,Lewis,44,f,USA,High School,Widowed,56600.0,2017/03/05,93,1,0,1,BR018
CUST000531,Linda,Taylor,20,m,USA,High School,Married,51100.0,08/10/2021,38,0,1,2,BR003
CUST001868,Thomas,Martinez,72,F,USA,Bachelor,Single,34200.0,2021/08/04,40,1,0,3,BR001
CUST001887,Steven,White,22,OTHER,USA,High School,Single,,11/09/2023,13,1,0,3,BR010
CUST000081,Patricia,Jones,55,Male,USA,Bachelor,Married,105900.0,04-Jul-2016,101,1,0,2,BR011
CUST003075,William,Taylor,38,M,USA,High School,Married,86700.0,05-Feb-2024,10,1,1,1,BR017
CUST002878,Sandra,Smith,47,Female,USA,High School,Widowed,78800.0,2015-12-06,108,0,0,3,BR010
CUST000473,Michael,Jackson,46,F,USA,High School,Married,57100.0,2021-01-28,47,0,0,1,BR017
CUST003635,Thomas,Taylor,41,female,USA,Master,Married,88300.0,2015/02/03,118,1,1,2,BR003
CUST004183,Jennifer,Robinson,54,m,USA,High School,Married,49000.0,2023/05/07,19,1,0,3,BR012
CUST001216,Linda,Martinez,53,female,USA,High School,Widowed,45900.0,10/15/2015,110,0,1,3,BR014
CUST003072,Margaret,Jones,28,m,USA,High School,Married,55900.0,11/28/2016,97,1,0,2,BR016
CUST000228,Jennifer,Anderson,43,Female,USA,Master,Married,86400.0,2020/04/18,56,0,0,1,BR008
CUST004468,Lisa,Lee,37,FEMALE,USA,Master,Single,21400.0,01/13/2023,23,0,0,3,BR003
CUST003735,Linda,Gonzalez,87,m,USA,Vocational,Single,49200.0,28/01/2016,107,0,0,1,BR014
CUST002365,Jessica,Sanchez,40,FEMALE,USA,Bachelor,Single,25800.0,2016/01/30,107,1,1,1,BR003
CUST001836,Christopher,Lewis,18,Male,USA,Bachelor,Married,,19-Apr-2022,32,1,0,1,BR012
 cust000089 ,Betty,Garcia,51,f,USA,High School,Married,108900.0,2016-01-26,107,0,1,2,BR007
CUST003828,Linda,Rodriguez,43,f,USA,Bachelor,Single,39900.0,2015/04/30,116,1,0,3,BR019
CUST000241,Nancy,Anderson,39,m,USA,PhD,Single,27300.0,2018/05/29,79,1,0,1,BR013
CUST000009,Elizabeth,Wilson,58,f,USA,Vocational,Married,27000.0,09/03/2015,117,1,0,4,BR015
CUST001182,Jessica,Smith,60,female,USA,Bachelor,Married,41900.0,18/04/2024,8,1,1,2,BR007
CUST002005,Thomas,Clark,69,F,USA,High School,Divorced,36400.0,2021/12/18,36,1,1,1,BR019
CUST003929,Steven,Martin,46,F,USA,Bachelor,Single,88200.0,2024-07-04,5,0,0,2,BR005
CUST004383,Margaret,Miller,29,MALE,USA,Bachelor,Single,43200.0,27/01/2020,59,0,1,2,BR008
CUST000600,Mark,Perez,53,f,USA,Master,Single,42800.0,19-May-2021,43,1,1,2,BR014
CUST001973,William,Brown,45,MALE,USA,Bachelor,Divorced,49300.0,24/03/2018,81,1,1,2,BR007
CUST000145,Sandra,Ramirez,44,Male,USA,Bachelor,Married,131800.0,12/08/2021,36,0,1,2,BR006
CUST004363,Richard,Harris,28,Male,USA,Master,Single,27300.0,09/29/2023,15,0,1,3,BR018
CUST002630,Michael,Taylor,36,female,USA,High School,Married,32700.0,22/05/2023,19,1,1,2,BR010
CUST003025,Sandra,Williams,61,M,USA,High School,Married,48200.0,2017-06-26,90,0,0,1,BR006
CUST002963,Susan,Sanchez,45,female,USA,Vocational,Married,,24-Sep-2020,51,1,1,1,BR001
CUST003857,Margaret,Perez,51,f,USA,,Married,99600.0,2021/11/16,37,0,1,1,BR009
CUST004337,Lisa,Jackson,32,MALE,USA,Master,Divorced,,04-Dec-2020,48,1,1,2,BR010
CUST000152,Matthew,Gonzalez,34,m,USA,Bachelor,Single,53800.0,27-May-2024,7,1,1,2,BR019
CUST001607,Susan,White,89,m,USA,Bachelor,Single,,30-Dec-2023,12,1,0,2,BR016
CUST003939,Robert,Anderson,44,female,USA,Master,Single,66300.0,2016-07-20,101,0,0,3,BR004
CUST001033,Joseph,Martin,55,FEMALE,USA,Bachelor,Single,134983.3684212036,09/19/2016,99,1,1,1,BR020
CUST003567,Jennifer,Clark,50,Female,USA,Bachelor,Single,84200.0,2024-03-20,9,1,0,1,BR019
CUST004375,Mary,Sanchez,56,m,USA,High School,Single,,09/28/2024,3,0,0,2,BR015
CUST000813,Anthony,Moore,28,male,USA,Master,Single,38800.0,2022/09/14,27,0,1,2,BR009
CUST002182,Elizabeth,Thompson,31,male,USA,Vocational,Single,,2022/10/21,26,1,0,2,BR002
CUST004341,Susan,Sanchez,42,Female,USA,Vocational,Married,62800.0,2017/05/24,91,1,1,1,BR008
CUST002681,Lisa,Rodriguez,26,MALE,USA,High School,Married,29600.0,26-Apr-2024,8,0,1,3,BR002
CUST003849,Steven,Johnson,39,F,USA,Bachelor,Married,41000.0,2024/03/21,9,1,0,3,BR016
CUST002621,Barbara,Ramirez,46,FEMALE,USA,High School,Married,73900.0,12/23/2017,84,0,0,4,BR010
CUST003494,Sarah,Martinez,27,F,USA,High School,Single,67600.0,2021/08/12,40,1,1,1,BR011
CUST002477,Mary,Clark,47,m,USA,Master,Single,132700.0,2023-09-06,15,1,0,2,BR008
CUST004297,Sarah,Perez,49,male,USA,Bachelor,Married,77400.0,05/02/2020,58,1,1,2,BR017
CUST000932,Jessica,Lewis,58,FEMALE,USA,Bachelor,Single,24200.0,2015-10-26,110,1,1,2,BR015
CUST004017,Elizabeth,Robinson,35,F,USA,Master,Single,91200.0,30/11/2016,97,0,1,2,BR014
CUST004742,Patricia,Smith,49,female,USA,Bachelor,,,17/08/2017,88,1,1,1,BR009
CUST000374,Mary,Martinez,26,M,USA,Vocational,Married,66900.0,2015-09-11,111,1,1,2,BR014
CUST001324,Richard,Rodriguez,49,M,USA,Master,Married,43200.0,18-Aug-2023,16,0,0,2,BR020
CUST000735,Michael,Lopez,46,Male,USA,Master,Widowed,123800.0,08/09/2022,28,1,0,2,BR014
CUST002147,James,Perez,50,female,USA,Bachelor,Divorced,39400.0,01/31/2022,35,1,1,2,BR013
CUST003540,Thomas,Davis,54,Female,USA,High School,Married,34500.0,23/04/2021,44,1,0,4,BR005
CUST000587,Steven,Ramirez,37,FEMALE,USA,Bachelor,Married,62100.0,2015-09-20,111,1,0,2,BR018
CUST001492,Elizabeth,Harris,36,male,USA,High School,Married,25900.0,2018-11-10,73,1,1,2,BR007
CUST004304,Matthew,Garcia,49,f,USA,Bachelor,Single,59100.0,05/20/2023,19,1,0,1,BR002
CUST000417,Betty,Thompson,57,F,USA,Bachelor,Married,33900.0,07/17/2022,29,1,0,3,BR012
CUST001594,Anthony,Gonzalez,24,female,USA,Bachelor,Widowed,34700.0,2016/09/14,99,1,1,1,BR003
CUST000101,James,Anderson,52,FEMALE,USA,Bachelor,Single,110900.0,18-May-2019,67,1,1,3,BR019
